1000, 43000, 1, 0, 0
2000, 42426, 1, 0, 0
3000, 41693, 1, 0, 0
4000, 41579, 1, 0, 0
5001, 40053, 1, 0, 0
6000, 41101, 1, 0, 0
7000, 41664, 1, 0, 0
8000, 41170, 1, 0, 0
9000, 40778, 1, 0, 0
10000, 41190, 1, 0, 0
11000, 41726, 1, 0, 0
12000, 41422, 1, 0, 0
13000, 41382, 1, 0, 0
14000, 41028, 1, 0, 0
15000, 40775, 1, 0, 0
16000, 41690, 1, 0, 0
17000, 40990, 1, 0, 0
18000, 41060, 1, 0, 0
19000, 41017, 1, 0, 0
20000, 41174, 1, 0, 0
21000, 41487, 1, 0, 0
22000, 38681, 1, 0, 0
23000, 30924, 1, 0, 0
24000, 11939, 1, 0, 0
25000, 10690, 1, 0, 0
26000, 10687, 1, 0, 0
27000, 10687, 1, 0, 0
28000, 10686, 1, 0, 0
29000, 10689, 1, 0, 0
30000, 10689, 1, 0, 0
31000, 10690, 1, 0, 0
32001, 10681, 1, 0, 0
33000, 10689, 1, 0, 0
34000, 10690, 1, 0, 0
35000, 10690, 1, 0, 0
36000, 10690, 1, 0, 0
37000, 10682, 1, 0, 0
38000, 10687, 1, 0, 0
39000, 10690, 1, 0, 0
40000, 10680, 1, 0, 0
41000, 10689, 1, 0, 0
42000, 10685, 1, 0, 0
43000, 10685, 1, 0, 0
44000, 10679, 1, 0, 0
45000, 10690, 1, 0, 0
46001, 10681, 1, 0, 0
47000, 10689, 1, 0, 0
48000, 10690, 1, 0, 0
49000, 10690, 1, 0, 0
50001, 10690, 1, 0, 0
51000, 10686, 1, 0, 0
52000, 10685, 1, 0, 0
53001, 10688, 1, 0, 0
54000, 10690, 1, 0, 0
55000, 10688, 1, 0, 0
56000, 10681, 1, 0, 0
57000, 10690, 1, 0, 0
58001, 10690, 1, 0, 0
59000, 10690, 1, 0, 0
60000, 10685, 1, 0, 0
61000, 10686, 1, 0, 0
62000, 10688, 1, 0, 0
63000, 10690, 1, 0, 0
64000, 10689, 1, 0, 0
65000, 10684, 1, 0, 0
66000, 10686, 1, 0, 0
67001, 10690, 1, 0, 0
68000, 10690, 1, 0, 0
69000, 10689, 1, 0, 0
70001, 10690, 1, 0, 0
71000, 10681, 1, 0, 0
72000, 10688, 1, 0, 0
73001, 10691, 1, 0, 0
74000, 10690, 1, 0, 0
75000, 10689, 1, 0, 0
76000, 10685, 1, 0, 0
77000, 10685, 1, 0, 0
78000, 10689, 1, 0, 0
79000, 10690, 1, 0, 0
80000, 10690, 1, 0, 0
81000, 10688, 1, 0, 0
82000, 10682, 1, 0, 0
83000, 10689, 1, 0, 0
84000, 10690, 1, 0, 0
85000, 10684, 1, 0, 0
86000, 10685, 1, 0, 0
87001, 10691, 1, 0, 0
88000, 10689, 1, 0, 0
89000, 10690, 1, 0, 0
90001, 10685, 1, 0, 0
91000, 10685, 1, 0, 0
92000, 10689, 1, 0, 0
93001, 10691, 1, 0, 0
94000, 10689, 1, 0, 0
95000, 10690, 1, 0, 0
96000, 10683, 1, 0, 0
97000, 10686, 1, 0, 0
98000, 10690, 1, 0, 0
99000, 10690, 1, 0, 0
100000, 10690, 1, 0, 0
101000, 10689, 1, 0, 0
102000, 10680, 1, 0, 0
103000, 10690, 1, 0, 0
104000, 10690, 1, 0, 0
105000, 10690, 1, 0, 0
106001, 10690, 1, 0, 0
107000, 10686, 1, 0, 0
108000, 10683, 1, 0, 0
109000, 10690, 1, 0, 0
110000, 10690, 1, 0, 0
111000, 10689, 1, 0, 0
112000, 10688, 1, 0, 0
113000, 10685, 1, 0, 0
114000, 10686, 1, 0, 0
115001, 10691, 1, 0, 0
116000, 10689, 1, 0, 0
117000, 10690, 1, 0, 0
118000, 10690, 1, 0, 0
119000, 10679, 1, 0, 0
120000, 10690, 1, 0, 0
121000, 10690, 1, 0, 0
122000, 10690, 1, 0, 0
123000, 10689, 1, 0, 0
124000, 10684, 1, 0, 0
125000, 10686, 1, 0, 0
126000, 10690, 1, 0, 0
127000, 10690, 1, 0, 0
128000, 10690, 1, 0, 0
129000, 10690, 1, 0, 0
130000, 10673, 1, 0, 0
131000, 10690, 1, 0, 0
132001, 10686, 1, 0, 0
133000, 10683, 1, 0, 0
134000, 10690, 1, 0, 0
135000, 10690, 1, 0, 0
136000, 10690, 1, 0, 0
137000, 10690, 1, 0, 0
138000, 10676, 1, 0, 0
139000, 10685, 1, 0, 0
140000, 10690, 1, 0, 0
141000, 10690, 1, 0, 0
142000, 10679, 1, 0, 0
143000, 10690, 1, 0, 0
